EART,EvDateTime,EvType,AssoProt,Descr,RprProt,Proto,SpEvTyp
5389,1/7/2025,Sold Cull,,Euthanized - Cancer,,,Euthanize
538,1/10/2025,Sold Cull,,Euthanized - Bull Calf  Paiton's Research calves,,,Euthanize
542,1/10/2025,Sold Cull,,Euthanized - Bull Calf  Paiton's Research calves,,,Euthanize
5474,9/10/2024,Treatment,,Eprinex Pour-On,Reset GGPG,,Eprinex Pour-On
5606,9/10/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5665,9/10/2024,Treatment,,Eprinex Pour-On,Reset GGPG,,Eprinex Pour-On
5591,9/10/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5849,9/10/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5681,9/10/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5854,9/18/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5814,9/18/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
20027,9/25/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5992,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5992,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5995,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5981,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5981,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5994,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5994,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5490,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5490,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5608,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5608,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5820,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5820,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5995,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5846,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5846,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5833,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5830,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5830,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5848,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5850,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5850,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5833,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5702,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5702,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5848,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
11649,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
11649,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5449,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5449,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
91375,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
91375,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5821,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5821,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5507,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5507,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5994,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5994,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5991,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5991,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5509,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
11538,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
11538,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5509,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5976,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5972,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5972,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5434,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5434,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5986,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5976,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5984,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5984,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5986,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
6004,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
6004,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5999,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5999,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5685,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5350,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5350,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5685,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5943,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5943,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5577,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5948,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5948,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5977,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5977,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5971,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5937,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5245,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5245,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5955,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5937,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5590,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5955,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5577,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5590,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5941,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5941,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5915,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5938,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5938,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5915,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5945,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5945,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5936,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5971,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5936,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5960,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5946,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5946,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5960,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5942,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5933,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5942,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5837,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5837,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5933,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5554,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5554,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5769,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5769,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
86245,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
86245,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5370,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5753,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5753,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5568,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5568,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5370,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5451,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5465,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5465,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5451,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5543,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5561,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5561,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5604,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5604,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5531,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5531,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5543,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5642,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5642,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5895,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5895,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5549,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5549,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5664,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5494,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5494,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5715,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5715,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5906,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5906,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5686,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5686,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5673,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5673,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5648,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Reset GGPG,,Enroll in protocol
5664,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5648,10/2/2024,Treatment,,Eprinex Pour-On,Reset GGPG,,Eprinex Pour-On
5579,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5579,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5427,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5427,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
20025,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5759,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5759,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5558,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5558,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5505,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5666,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5666,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5804,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5804,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
20025,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5917,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5917,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5928,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5928,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5364,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5364,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5550,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5501,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5501,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5459,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5459,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5819,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5819,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
91409,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
91409,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5505,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5911,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5911,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5311,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5311,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5332,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5332,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
9787,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5756,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5756,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
86101,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5860,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5860,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
9787,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5411,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5411,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
86101,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5480,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5480,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5396,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5886,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5886,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5752,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5752,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5550,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5923,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5923,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5539,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5539,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5396,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5935,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5935,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5908,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5908,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5865,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5865,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5889,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5889,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5688,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5688,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
9473,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
9473,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
11522,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
11522,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5403,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5403,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5380,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5380,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5620,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5620,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5989,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5989,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5460,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5460,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5613,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5613,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5778,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5778,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5700,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5700,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5495,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5495,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5076,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5076,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5277,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5277,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5983,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5729,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5729,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5446,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5446,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5987,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5987,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5965,10/2/2024,Treatment,,Eprinex Pour-On,Reset GGPG,,Eprinex Pour-On
5965,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Reset GGPG,,Enroll in protocol
5983,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5982,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5634,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5634,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5312,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5312,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5658,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5658,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5582,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5582,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5982,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5581,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5198,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5198,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5684,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5684,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5437,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5437,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5532,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5532,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5824,10/2/2024,Treatment,,Eprinex Pour-On,Resync,,Eprinex Pour-On
5824,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Resync,,Enroll in protocol
5660,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5913,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5940,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5940,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5929,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5929,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5944,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5944,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5475,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5475,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5913,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5406,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5468,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5468,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5438,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5438,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5481,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5481,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5674,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5674,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5406,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5447,10/2/2024,Treatment,,Eprinex Pour-On,ReSync-GPG,,Eprinex Pour-On
5740,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5740,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5581,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5597,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5597,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5246,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5246,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5447,10/2/2024,Enroll in protocol,,Eprinex Pour-On,ReSync-GPG,,Enroll in protocol
5362,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5362,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5570,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5570,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5576,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Reset GGPG,,Enroll in protocol
5660,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5536,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5536,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5585,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5585,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5489,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5479,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5479,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5605,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5605,10/2/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5576,10/2/2024,Treatment,,Eprinex Pour-On,Reset GGPG,,Eprinex Pour-On
